Project URL,SHA,Repo ID,Violation ID,Prop/Spec Used,Violation File,Violation Line,Notes
https://github.com/eclipse/jetty.project.git,df1f709ea2f883ffb7f0a87d63aac506ae3fedd5,1,1,N/A
